SimaPro 7.3;method;Date:;7/18/2011;Time:;2:35 PM
Air;stratosphere + troposphere;Benzaldehyde;000100-52-7;0,0403;kg 1,4-DB eq / kg
Water;(unspecified);Benzaldehyde;000100-52-7;0,0253;kg 1,4-DB eq / kg
Water;ocean;Benzaldehyde;000100-52-7;0,000779;kg 1,4-DB eq / kg
Air;(unspecified);Benzenamine, 2-methoxy-5-nitro-;000099-59-2;2,94;kg 1,4-DB eq / kg
Air;low. pop.;Benzenamine, 2-methoxy-5-nitro-;000099-59-2;1,51;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzenamine, 2-methoxy-5-nitro-;000099-59-2;1,51;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzenamine, 2-methoxy-5-nitro-;000099-59-2;1,51;kg 1,4-DB eq / kg
Water;(unspecified);Benzenamine, 2-methoxy-5-nitro-;000099-59-2;0,451;kg 1,4-DB eq / kg
Water;ocean;Benzenamine, 2-methoxy-5-nitro-;000099-59-2;0,00207;kg 1,4-DB eq / kg
Air;(unspecified);Benzene;000071-43-2;1,35;kg 1,4-DB eq / kg
Air;low. pop.;Benzene;000071-43-2;0,36;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene;000071-43-2;0,36;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene;000071-43-2;0,36;kg 1,4-DB eq / kg
Water;(unspecified);Benzene;000071-43-2;0,359;kg 1,4-DB eq / kg
Water;ocean;Benzene;000071-43-2;0,0698;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, (epoxyethyl)-;000096-09-3;2,26;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, (epoxyethyl)-;000096-09-3;0,212;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, (epoxyethyl)-;000096-09-3;0,212;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, (epoxyethyl)-;000096-09-3;0,212;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2-dichloro-;000095-50-1;1,18;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2-dichloro-;000095-50-1;0,497;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2-dichloro-;000095-50-1;0,497;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2-dichloro-;000095-50-1;0,497;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2-dichloro-;000095-50-1;0,556;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2-dichloro-;000095-50-1;0,288;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,2,4-trichloro-;000120-82-1;6,48;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,2,4-trichloro-;000120-82-1;2,56;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,2,4-trichloro-;000120-82-1;2,56;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,2,4-trichloro-;000120-82-1;2,56;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,2,4-trichloro-;000120-82-1;4,57;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,2,4-trichloro-;000120-82-1;1,5;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,3-dinitro-;000099-65-0;424;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,3-dinitro-;000099-65-0;208;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,3-dinitro-;000099-65-0;208;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,3-dinitro-;000099-65-0;208;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,3-dinitro-;000099-65-0;29,1;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,3-dinitro-;000099-65-0;0,151;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, 1,4-dichloro-;000106-46-7;1;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, 1,4-dichloro-;000106-46-7;0,475;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, 1,4-dichloro-;000106-46-7;0,475;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, 1,4-dichloro-;000106-46-7;0,475;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, 1,4-dichloro-;000106-46-7;0,595;kg 1,4-DB eq / kg
Water;ocean;Benzene, 1,4-dichloro-;000106-46-7;0,278;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, chloro-;000108-90-7;0,781;kg 1,4-DB eq / kg
Water;ocean;Benzene, chloro-;000108-90-7;0,333;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, ethyl-;000100-41-4;0,0808;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, ethyl-;000100-41-4;0,00718;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, ethyl-;000100-41-4;0,00718;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, ethyl-;000100-41-4;0,00718;kg 1,4-DB eq / kg
Water;(unspecified);Benzene, ethyl-;000100-41-4;0,0219;kg 1,4-DB eq / kg
Water;ocean;Benzene, ethyl-;000100-41-4;0,000945;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, hexachloro-;000118-74-1;901;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, hexachloro-;000118-74-1;818;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, hexachloro-;000118-74-1;818;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, hexachloro-;000118-74-1;818;kg 1,4-DB eq / kg
Air;(unspecified);Benzene, pentachloro-;000608-93-5;164;kg 1,4-DB eq / kg
Air;low. pop.;Benzene, pentachloro-;000608-93-5;108;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzene, pentachloro-;000608-93-5;108;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzene, pentachloro-;000608-93-5;108;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine;000092-87-5;95,8;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine;000092-87-5;11,3;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine;000092-87-5;11,3;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine;000092-87-5;11,3;kg 1,4-DB eq / kg
Air;(unspecified);Benzidine, 3,3'-dichloro-;000091-94-1;60,5;kg 1,4-DB eq / kg
Air;low. pop.;Benzidine, 3,3'-dichloro-;000091-94-1;81,6;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzidine, 3,3'-dichloro-;000091-94-1;81,6;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzidine, 3,3'-dichloro-;000091-94-1;81,6;kg 1,4-DB eq / kg
Air;(unspecified);Benzo(a)pyrene;000050-32-8;53,4;kg 1,4-DB eq / kg
Air;low. pop.;Benzo(a)pyrene;000050-32-8;113;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzo(a)pyrene;000050-32-8;113;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzo(a)pyrene;000050-32-8;113;kg 1,4-DB eq / kg
Air;(unspecified);Benzotrichloride;000098-07-7;635;kg 1,4-DB eq / kg
Air;low. pop.;Benzotrichloride;000098-07-7;78,3;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzotrichloride;000098-07-7;78,3;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzotrichloride;000098-07-7;78,3;kg 1,4-DB eq / kg
Air;(unspecified);Benzyl chloride;000100-44-7;4,06;kg 1,4-DB eq / kg
Air;low. pop.;Benzyl chloride;000100-44-7;0,589;kg 1,4-DB eq / kg
Air;low. pop., long-term;Benzyl chloride;000100-44-7;0,589;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Benzyl chloride;000100-44-7;0,589;kg 1,4-DB eq / kg
Water;(unspecified);Benzyl chloride;000100-44-7;0,473;kg 1,4-DB eq / kg
Water;ocean;Benzyl chloride;000100-44-7;0,0109;kg 1,4-DB eq / kg
Air;(unspecified);Beryllium;007440-41-7;354000;kg 1,4-DB eq / kg
Air;low. pop.;Beryllium;007440-41-7;15200;kg 1,4-DB eq / kg
Air;low. pop., long-term;Beryllium;007440-41-7;15200;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Beryllium;007440-41-7;15200;kg 1,4-DB eq / kg
Water;(unspecified);Beryllium;007440-41-7;21,5;kg 1,4-DB eq / kg
Water;ocean;Beryllium;007440-41-7;0,539;kg 1,4-DB eq / kg
Soil;(unspecified);Beryllium;007440-41-7;32,4;kg 1,4-DB eq / kg
Soil;agricultural;Beryllium;007440-41-7;36,2;kg 1,4-DB eq / kg
Soil;forestry;Beryllium;007440-41-7;24,7;kg 1,4-DB eq / kg
Soil;(unspecified);Bifenthrin;082657-04-3;4,81;kg 1,4-DB eq / kg
Air;(unspecified);Biphenyl, 4-amino-;000092-67-1;36,1;kg 1,4-DB eq / kg
Air;low. pop.;Biphenyl, 4-amino-;000092-67-1;8,9;kg 1,4-DB eq / kg
Air;low. pop., long-term;Biphenyl, 4-amino-;000092-67-1;8,9;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Biphenyl, 4-amino-;000092-67-1;8,9;kg 1,4-DB eq / kg
Air;(unspecified);Bis(2-chloro-1-methylethyl)ether;000108-60-1;7,02;kg 1,4-DB eq / kg
Air;low. pop.;Bis(2-chloro-1-methylethyl)ether;000108-60-1;1,03;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bis(2-chloro-1-methylethyl)ether;000108-60-1;1,03;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bis(2-chloro-1-methylethyl)ether;000108-60-1;1,03;kg 1,4-DB eq / kg
Water;(unspecified);Bis(2-chloro-1-methylethyl)ether;000108-60-1;1,21;kg 1,4-DB eq / kg
Water;ocean;Bis(2-chloro-1-methylethyl)ether;000108-60-1;0,434;kg 1,4-DB eq / kg
Air;(unspecified);Bis(2-chloroethyl)ether;000111-44-4;20,5;kg 1,4-DB eq / kg
Air;low. pop.;Bis(2-chloroethyl)ether;000111-44-4;2,31;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bis(2-chloroethyl)ether;000111-44-4;2,31;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bis(2-chloroethyl)ether;000111-44-4;2,31;kg 1,4-DB eq / kg
Water;(unspecified);Bis(2-chloroethyl)ether;000111-44-4;0,812;kg 1,4-DB eq / kg
Water;ocean;Bis(2-chloroethyl)ether;000111-44-4;0,00645;kg 1,4-DB eq / kg
Water;(unspecified);Bis(chloromethyl)ether;000542-88-1;9130;kg 1,4-DB eq / kg
Water;ocean;Bis(chloromethyl)ether;000542-88-1;1450;kg 1,4-DB eq / kg
Soil;(unspecified);Bitertanol;055179-31-2;0,938;kg 1,4-DB eq / kg
Water;(unspecified);Bromate;015541-45-4;6,38;kg 1,4-DB eq / kg
Water;ocean;Bromate;015541-45-4;0,00153;kg 1,4-DB eq / kg
Air;(unspecified);Bromoform;000075-25-2;12,7;kg 1,4-DB eq / kg
Air;low. pop.;Bromoform;000075-25-2;5,92;kg 1,4-DB eq / kg
Air;low. pop., long-term;Bromoform;000075-25-2;5,92;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Bromoform;000075-25-2;5,92;kg 1,4-DB eq / kg
Soil;(unspecified);Bromoxynil;001689-84-5;0,466;kg 1,4-DB eq / kg
Soil;(unspecified);Buprofezin;069327-76-0;4,92;kg 1,4-DB eq / kg
Air;(unspecified);Butadiene;000106-99-0;4,99;kg 1,4-DB eq / kg
Air;low. pop.;Butadiene;000106-99-0;0,111;kg 1,4-DB eq / kg
Air;low. pop., long-term;Butadiene;000106-99-0;0,111;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Butadiene;000106-99-0;0,111;kg 1,4-DB eq / kg
Air;(unspecified);Butadiene, hexachloro-;000087-68-3;18;kg 1,4-DB eq / kg
Air;low. pop.;Butadiene, hexachloro-;000087-68-3;16,1;kg 1,4-DB eq / kg
Air;low. pop., long-term;Butadiene, hexachloro-;000087-68-3;16,1;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Butadiene, hexachloro-;000087-68-3;16,1;kg 1,4-DB eq / kg
Air;(unspecified);Butene, 1,4-dichloro-2- (trans);000110-57-6;85,8;kg 1,4-DB eq / kg
Air;low. pop.;Butene, 1,4-dichloro-2- (trans);000110-57-6;2,84;kg 1,4-DB eq / kg
Air;low. pop., long-term;Butene, 1,4-dichloro-2- (trans);000110-57-6;2,84;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Butene, 1,4-dichloro-2- (trans);000110-57-6;2,84;kg 1,4-DB eq / kg
Soil;(unspecified);Butylate;002008-41-5;0,175;kg 1,4-DB eq / kg
Water;(unspecified);C.I. direct blue 218;028407-37-6;0,0118;kg 1,4-DB eq / kg
Water;ocean;C.I. direct blue 218;028407-37-6;0,00015;kg 1,4-DB eq / kg
Air;(unspecified);C.I. disperse yellow 3;;0,811;kg 1,4-DB eq / kg
Air;low. pop.;C.I. disperse yellow 3;;0,683;kg 1,4-DB eq / kg
Air;low. pop., long-term;C.I. disperse yellow 3;;0,683;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;C.I. disperse yellow 3;;0,683;kg 1,4-DB eq / kg
Water;(unspecified);C.I. disperse yellow 3;002832-40-8;1,56;kg 1,4-DB eq / kg
Water;ocean;C.I. disperse yellow 3;002832-40-8;0,00437;kg 1,4-DB eq / kg
Air;(unspecified);Cadmium;007440-43-9;36000;kg 1,4-DB eq / kg
Air;low. pop.;Cadmium;007440-43-9;45200;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cadmium;007440-43-9;45200;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cadmium;007440-43-9;45200;kg 1,4-DB eq / kg
Soil;(unspecified);Cadmium;007440-43-9;553;kg 1,4-DB eq / kg
Soil;agricultural;Cadmium;007440-43-9;95200;kg 1,4-DB eq / kg
Soil;forestry;Cadmium;007440-43-9;544;kg 1,4-DB eq / kg
Water;(unspecified);Cadmium, ion;022537-48-0;122;kg 1,4-DB eq / kg
Water;ocean;Cadmium, ion;022537-48-0;32,9;kg 1,4-DB eq / kg
Air;(unspecified);Caprolactam;000105-60-2;0,704;kg 1,4-DB eq / kg
Air;low. pop.;Caprolactam;000105-60-2;0,11;kg 1,4-DB eq / kg
Air;low. pop., long-term;Caprolactam;000105-60-2;0,11;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Caprolactam;000105-60-2;0,11;kg 1,4-DB eq / kg
Water;(unspecified);Caprolactam;000105-60-2;0,0135;kg 1,4-DB eq / kg
Water;ocean;Caprolactam;000105-60-2;0,00000298;kg 1,4-DB eq / kg
Soil;(unspecified);Captan;000133-06-2;0,000723;kg 1,4-DB eq / kg
Air;(unspecified);Carbamic acid, ethyl ester;000051-79-6;1,08;kg 1,4-DB eq / kg
Air;low. pop.;Carbamic acid, ethyl ester;000051-79-6;0,477;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbamic acid, ethyl ester;000051-79-6;0,477;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbamic acid, ethyl ester;000051-79-6;0,477;kg 1,4-DB eq / kg
Water;(unspecified);Carbamic acid, ethyl ester;000051-79-6;0,0551;kg 1,4-DB eq / kg
Water;ocean;Carbamic acid, ethyl ester;000051-79-6;0,0000469;kg 1,4-DB eq / kg
Soil;(unspecified);Carbaryl;000063-25-2;0,299;kg 1,4-DB eq / kg
Soil;(unspecified);Carbendazim;010605-21-7;0,254;kg 1,4-DB eq / kg
Soil;(unspecified);Carbofuran;001563-66-2;11,8;kg 1,4-DB eq / kg
Air;(unspecified);Carbon disulfide;000075-15-0;47,4;kg 1,4-DB eq / kg
Air;low. pop.;Carbon disulfide;000075-15-0;10,3;kg 1,4-DB eq / kg
Air;low. pop., long-term;Carbon disulfide;000075-15-0;10,3;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Carbon disulfide;000075-15-0;10,3;kg 1,4-DB eq / kg
Soil;(unspecified);Carboxin;005234-68-4;0,171;kg 1,4-DB eq / kg
Water;(unspecified);Carboxylic acids, unspecified;;0,00828;kg 1,4-DB eq / kg
Water;ocean;Carboxylic acids, unspecified;;0,000002;kg 1,4-DB eq / kg
Air;(unspecified);Catechol;000120-80-9;0,414;kg 1,4-DB eq / kg
Air;low. pop.;Catechol;000120-80-9;0,0969;kg 1,4-DB eq / kg
Air;low. pop., long-term;Catechol;000120-80-9;0,0969;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Catechol;000120-80-9;0,0969;kg 1,4-DB eq / kg
Water;(unspecified);Catechol;000120-80-9;0,0726;kg 1,4-DB eq / kg
Water;ocean;Catechol;000120-80-9;0,0000134;kg 1,4-DB eq / kg
Air;(unspecified);Chlorendic acid;000115-28-6;7,93;kg 1,4-DB eq / kg
Air;low. pop.;Chlorendic acid;000115-28-6;8,41;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chlorendic acid;000115-28-6;8,41;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chlorendic acid;000115-28-6;8,41;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorfenvinphos;000470-90-6;321;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorimuron-ethyl;090982-32-4;0,0979;kg 1,4-DB eq / kg
Air;(unspecified);Chlorine;007782-50-5;209;kg 1,4-DB eq / kg
Air;low. pop.;Chlorine;007782-50-5;205;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chlorine;007782-50-5;205;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chlorine;007782-50-5;205;kg 1,4-DB eq / kg
Water;(unspecified);Chlorine;007782-50-5;170;kg 1,4-DB eq / kg
Water;ocean;Chlorine;007782-50-5;39,8;kg 1,4-DB eq / kg
Soil;(unspecified);Chlormequat;007003-89-6;0,758;kg 1,4-DB eq / kg
Air;(unspecified);Chloroform;000067-66-3;31,1;kg 1,4-DB eq / kg
Air;low. pop.;Chloroform;000067-66-3;20,5;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chloroform;000067-66-3;20,5;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chloroform;000067-66-3;20,5;kg 1,4-DB eq / kg
Water;(unspecified);Chloroform;000067-66-3;19,9;kg 1,4-DB eq / kg
Water;ocean;Chloroform;000067-66-3;12,2;kg 1,4-DB eq / kg
Air;(unspecified);Chloromethyl methyl ether;000107-30-2;24,1;kg 1,4-DB eq / kg
Air;low. pop.;Chloromethyl methyl ether;000107-30-2;2,26;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chloromethyl methyl ether;000107-30-2;2,26;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chloromethyl methyl ether;000107-30-2;2,26;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorothalonil;001897-45-6;3,91;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorpropham;000101-21-3;2,31;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorpyrifos;002921-88-2;13,1;kg 1,4-DB eq / kg
Soil;(unspecified);Chlorsulfuron;064902-72-3;0,608;kg 1,4-DB eq / kg
Air;(unspecified);Chromium;007440-47-3;0,314;kg 1,4-DB eq / kg
Air;low. pop.;Chromium;007440-47-3;0,185;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chromium;007440-47-3;0,185;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chromium;007440-47-3;0,185;kg 1,4-DB eq / kg
Soil;(unspecified);Chromium;007440-47-3;0,00014;kg 1,4-DB eq / kg
Soil;agricultural;Chromium;007440-47-3;0,00606;kg 1,4-DB eq / kg
Soil;forestry;Chromium;007440-47-3;0,000139;kg 1,4-DB eq / kg
Air;(unspecified);Chromium VI;018540-29-9;5520;kg 1,4-DB eq / kg
Air;low. pop.;Chromium VI;018540-29-9;337;kg 1,4-DB eq / kg
Air;low. pop., long-term;Chromium VI;018540-29-9;337;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Chromium VI;018540-29-9;337;kg 1,4-DB eq / kg
Water;(unspecified);Chromium VI;018540-29-9;0,311;kg 1,4-DB eq / kg
Water;ocean;Chromium VI;018540-29-9;0,0993;kg 1,4-DB eq / kg
Soil;(unspecified);Chromium VI;018540-29-9;0,0823;kg 1,4-DB eq / kg
Soil;agricultural;Chromium VI;018540-29-9;3,56;kg 1,4-DB eq / kg
Soil;forestry;Chromium VI;018540-29-9;0,0817;kg 1,4-DB eq / kg
Water;(unspecified);Chromium, ion;016065-83-1;0,000529;kg 1,4-DB eq / kg
Water;ocean;Chromium, ion;016065-83-1;0,000169;kg 1,4-DB eq / kg
Soil;(unspecified);Clofentezine;074115-24-5;1,75;kg 1,4-DB eq / kg
Air;(unspecified);Cobalt;007440-48-4;4310;kg 1,4-DB eq / kg
Air;low. pop.;Cobalt;007440-48-4;184;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cobalt;007440-48-4;184;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cobalt;007440-48-4;184;kg 1,4-DB eq / kg
Water;(unspecified);Cobalt;007440-48-4;1,87E-19;kg 1,4-DB eq / kg
Water;ocean;Cobalt;007440-48-4;1,23E-19;kg 1,4-DB eq / kg
Soil;(unspecified);Cobalt;007440-48-4;3,74E-19;kg 1,4-DB eq / kg
Soil;agricultural;Cobalt;007440-48-4;3,78E-16;kg 1,4-DB eq / kg
Soil;forestry;Cobalt;007440-48-4;4,27E-16;kg 1,4-DB eq / kg
Air;(unspecified);Copper;007440-50-8;17,1;kg 1,4-DB eq / kg
Air;low. pop.;Copper;007440-50-8;22,6;kg 1,4-DB eq / kg
Air;low. pop., long-term;Copper;007440-50-8;22,6;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Copper;007440-50-8;22,6;kg 1,4-DB eq / kg
Soil;(unspecified);Copper;007440-50-8;0,11;kg 1,4-DB eq / kg
Soil;agricultural;Copper;007440-50-8;10,5;kg 1,4-DB eq / kg
Soil;forestry;Copper;007440-50-8;0,101;kg 1,4-DB eq / kg
Air;(unspecified);Cumene;000098-82-8;0,108;kg 1,4-DB eq / kg
Air;low. pop.;Cumene;000098-82-8;0,0107;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cumene;000098-82-8;0,0107;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cumene;000098-82-8;0,0107;kg 1,4-DB eq / kg
Water;(unspecified);Cumene;000098-82-8;0,0279;kg 1,4-DB eq / kg
Water;ocean;Cumene;000098-82-8;0,00106;kg 1,4-DB eq / kg
Water;(unspecified);Cupferron;000135-20-6;2,43;kg 1,4-DB eq / kg
Water;ocean;Cupferron;000135-20-6;0,000583;kg 1,4-DB eq / kg
Soil;(unspecified);Cyanazine;021725-46-2;1,51;kg 1,4-DB eq / kg
Air;(unspecified);Cyanide;000057-12-5;6,68;kg 1,4-DB eq / kg
Air;low. pop.;Cyanide;000057-12-5;1,21;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyanide;000057-12-5;1,21;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyanide;000057-12-5;1,21;kg 1,4-DB eq / kg
Water;(unspecified);Cyanide;000057-12-5;0,714;kg 1,4-DB eq / kg
Water;ocean;Cyanide;000057-12-5;0,0698;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexane;000110-82-7;0,0207;kg 1,4-DB eq / kg
Water;ocean;Cyclohexane;000110-82-7;0,00617;kg 1,4-DB eq / kg
Air;(unspecified);Cyclohexene, 4-vinyl-;000100-40-3;0,694;kg 1,4-DB eq / kg
Air;low. pop.;Cyclohexene, 4-vinyl-;000100-40-3;0,0139;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyclohexene, 4-vinyl-;000100-40-3;0,0139;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyclohexene, 4-vinyl-;000100-40-3;0,0139;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexene, 4-vinyl-;000100-40-3;1,81;kg 1,4-DB eq / kg
Water;ocean;Cyclohexene, 4-vinyl-;000100-40-3;0,0233;kg 1,4-DB eq / kg
Air;(unspecified);Cyclohexylamine;000108-91-8;1,42;kg 1,4-DB eq / kg
Air;low. pop.;Cyclohexylamine;000108-91-8;0,0496;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyclohexylamine;000108-91-8;0,0496;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyclohexylamine;000108-91-8;0,0496;kg 1,4-DB eq / kg
Water;(unspecified);Cyclohexylamine;000108-91-8;0,121;kg 1,4-DB eq / kg
Water;ocean;Cyclohexylamine;000108-91-8;0,000835;kg 1,4-DB eq / kg
Air;(unspecified);Cyclopentadiene, hexachloro-;000077-47-4;1490;kg 1,4-DB eq / kg
Air;low. pop.;Cyclopentadiene, hexachloro-;000077-47-4;477;kg 1,4-DB eq / kg
Air;low. pop., long-term;Cyclopentadiene, hexachloro-;000077-47-4;477;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Cyclopentadiene, hexachloro-;000077-47-4;477;kg 1,4-DB eq / kg
Soil;(unspecified);Cyfluthrin;068359-37-5;3,26;kg 1,4-DB eq / kg
Soil;(unspecified);Cypermethrin;052315-07-8;1380;kg 1,4-DB eq / kg
Soil;(unspecified);Cyromazine;066215-27-8;136;kg 1,4-DB eq / kg
Soil;(unspecified);Daminozide;001596-84-5;0,0374;kg 1,4-DB eq / kg
Air;(unspecified);Decabromodiphenyl oxide;001163-19-5;822;kg 1,4-DB eq / kg
Air;low. pop.;Decabromodiphenyl oxide;001163-19-5;1020;kg 1,4-DB eq / kg
Air;low. pop., long-term;Decabromodiphenyl oxide;001163-19-5;1020;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Decabromodiphenyl oxide;001163-19-5;1020;kg 1,4-DB eq / kg
Water;(unspecified);Decabromodiphenyl oxide;001163-19-5;0,00145;kg 1,4-DB eq / kg
Water;ocean;Decabromodiphenyl oxide;001163-19-5;0,000204;kg 1,4-DB eq / kg
Soil;(unspecified);Deltamethrin;052918-63-5;0,176;kg 1,4-DB eq / kg
Soil;(unspecified);Diazinon;000333-41-5;50,1;kg 1,4-DB eq / kg
Soil;(unspecified);Dicamba;001918-00-9;0,542;kg 1,4-DB eq / kg
Soil;(unspecified);Dichlorvos;000062-73-7;6,27;kg 1,4-DB eq / kg
Soil;(unspecified);Dicofol;000115-32-2;15,7;kg 1,4-DB eq / kg
Soil;(unspecified);Difenzoquat;043222-48-6;0,414;kg 1,4-DB eq / kg
Soil;(unspecified);Diflubenzuron;035367-38-5;0,441;kg 1,4-DB eq / kg
Air;(unspecified);Diglycidyl resorcinol ether;000101-90-6;6,14;kg 1,4-DB eq / kg
Air;low. pop.;Diglycidyl resorcinol ether;000101-90-6;4,38;kg 1,4-DB eq / kg
Air;low. pop., long-term;Diglycidyl resorcinol ether;000101-90-6;4,38;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Diglycidyl resorcinol ether;000101-90-6;4,38;kg 1,4-DB eq / kg
Air;(unspecified);Dihydrosafrole;000094-58-6;0,417;kg 1,4-DB eq / kg
Air;low. pop.;Dihydrosafrole;000094-58-6;0,022;kg 1,4-DB eq / kg
Air;low. pop., long-term;Dihydrosafrole;000094-58-6;0,022;kg 1,4-DB eq / kg
Air;stratosphere + troposphere;Dihydrosafrole;000094-58-6;0,022;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethipin;055290-64-7;5,05;kg 1,4-DB eq / kg
Soil;(unspecified);Dimethoate;000060-51-5;1,04;kg 1,4-DB eq / kg
Air;(unspecified);Dimethylcarbamyl chloride;000079-44-7;217;kg 1,4-DB eq / kg
Air;low. pop.;Dimethylcarbamyl chloride;000079-44-7;69,3;kg 1,4-DB eq / kg
